Date,Mid,Name,Amount,Count
201211,PIONEERLINENS001,PIONEER LINENS,143992.78,346
201211,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,349951.11,628
201211,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,26370.18,20
201211,PROKNEE000000002,PROKNEE,63464.06,256
201211,QUEENLANDINC0001,CAMP A WAY,1061.64,4
201211,REDOAKCOURT00001,RED OAK CITY COURT,11868.15,56
201211,ROOTAUTOMATIO001,ROOT AUTOMATION,1588.26,21
201211,SMARTBID00000001,SMARTBID,16413.19,712
201211,STASNYSFOODMA001,STASNYS FOOD MARKET,3380.49,22
201211,STCLOUDCITYWE001,ST CLOUD UTILITY,4867,190
201211,STILLWATERPAR001,STILLWATER PARK RAMP,46,12
201211,STILLWATERPAR002,STILLWATER PARK RAMP,222,68
201211,SURFSETFITNES001,SURFSET FITNESS INC,50363.6,89
201211,THEACTIVENETW001,THE ACTIVE NETWORK INC,214152,353
201211,THEEONISTORE0001,EONI INTERNET,45203.93,1053
201211,VERI-TAXCOM00001,VERI TAX LLC,111523,320
201211,VERIFICATIONB001,VERIFICATION BUREAU,12545.72,44
201211,WAXYOCONNORSI001,WAXY OCONNORS IRISH PUB  RESTAURANT,66578.42,1579
201211,WEBSBIGGESTCO001,WEBSBIGGEST.COM,7340,221
201211,WORKOUTTRAINI001,WORKOUT TRAINER,11246.16,1398
201211,YMCA-DAL-METRO,YMCA DALLAS - METRO,719.8,14
201211,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,164412.57,2123
201211,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,421631.92,4607
201211,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,70425.97,1558
201211,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,19538.7,515
201211,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,75475.66,1122
201211,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,74085.89,1079
201211,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,59710.29,340
201211,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,344029.91,4207
201211,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,72542.82,979
201211,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,65317.21,788
201211,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,32097.5,15
201211,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,44536.75,1263
201211,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,1845,16
201211,YMCAFDMSNASHV001,YMCA FDMS NASHVILLE,2170,28
201211,YMCAOFGREATER003,YMCA OF GREATER PITTSBURGH- METRO,29257.77,413
201211,YMCAOFGREATER023,YMCA OF GREATER PITTSBURGH-CREDIT CARD,113352.51,1480
201211,YMCAOFMETROPO001,YMCA DALLAS TURKEY TROT,726934.05,11844
201211,YMCAOFMETROPO002,YMCA DALLAS TURKEY TROT,7046,31
201211,YMCAOFMETROPO003,YMC DALLAS REGIONAL TRAINING,1,1
201211,YMCAOFTHEGREA001,YMCA OF THE GREATER TWIN CITIES-WEB,412,9
201211,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,9070,34
201211,ZENCASH000000001,ZENCASH,1629.68,107
201212,ADTRIADLLC000001,SHOPMYCITY.COM,3493.84,129
201212,ALLPLAYERSCOM001,ALLPLAYERS.COM,181698.11,1024
201212,AMERICANWIREL001,AMERICAN WIRELESS INC,6487.07,97
201212,AP2149544402,THE FIRST TEE OF GREATER,2270,42
201212,AP2628627294,WISCONSIN JUNIORS VOLLEYB,6529,56
201212,AP3109013604,USA TEAM HANDBALL,490,8
201212,AP6107774134,JSTROKE VOLLEYBALL CLUB,.36,36
201212,AP7039308498,NORTHERN VIRGINIA VOLLEYB,132134.75,246
201212,AP7657598790,MUNCIANA VOLLEYBALL,59600,146
201212,AP8087411276,KA ULUKOA,33918.1,49
201212,AP9725334412,TOWN CENTER ELEMENTARY PA,50,1
201212,AVALONWATERWA001,AVALON WATERWAYS,2464331.34,1372
201212,BCPSSD-SEWER0001,BCPSSD-SEWER,49256.73,599
201212,BCPSSDBCPSWD0001,BCPSSDBCPSWD,530701.89,6409
201212,BITLANCERLLC0001,BITLANCER LLC,460,2
201212,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,1135.06,38
201212,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,337266.25,5800
201212,COMNETWIRELES001,CHOICE WIRELESS,117625.68,1714
201212,CONTINENTALAI001,UNITED,29064,14
201212,COSMOSNORTHAM001,COSMOS NORTH AMERICAN OPTIONALS,12662,23
201212,COSMOSTOURS00001,COSMOS TOURS,1142473.06,1025
201212,CYCLEPARTSCOM001,CYCLE PARTS.COM,68389.35,208
201212,CYCLIVATE0000001,CYCLIVATE,1030,31
201212,DELTAVACATION001,DELTA VACATIONS,68001,24
201212,EMERALDCOVEMA001,EMERALD COVE MARINA,1047.98,5
201212,ESIOBEVERAGEC001,ESIO BEVERAGE COMPANY LLC,87.92,1
201212,FCDYOUTHLLC00001,FCD YOUTH LLC,113241.24,504
201212,FREEDOMWIFI00001,FREEDOM WIFI,611.3,20
201212,GLOBUSFAMILYP002,GLOBUS FAMILY PURCHASE,5658,13
201212,GLOBUSNORTHAM001,GLOBUS NORTH AMERICAN OPTIONALS,41008,77
201212,GLOBUSTOURS00001,GLOBUS TOURS,7786490.37,3300
201212,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,14454.79,863
201212,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,1528785.37,3659
201212,INFORMATICSHO001,INFORMATICS HOLDINGS INC,12891.82,32
201212,INNOVATIVEOUT001,INNOVATIVE OUTSOURCING INC,595,1
201212,KISHVETERINAR001,KISH VETERINARY SERVICES,532.14,9
201212,LGMOTORSPORTS001,L G MOTORSPORTS INC,1651.66,4
201212,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,29971.84,95
201212,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,1465.66,31
201212,MONOGRAMS0000001,MONOGRAMS,1151261.43,561
201212,MONOGRAMSPREP001,GLOBUS FAMILY PPO,15522,37
201212,NETHERE200000001,NETHERE 2,27735.93,28
201212,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,5627.28,42
201212,NORTHAMERICAO002,NORTH AMERICA OPTIONALS,25158,59
201212,ORGONITE00000001,ORGONITE,719.01,12
201212,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,5626.44,15
201212,PIONEERLINENS001,PIONEER LINENS,154262.62,348
201212,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,373289.61,684
201212,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,37316.22,22
201212,PROKNEE000000002,PROKNEE,76964.88,285
201212,QUEENLANDINC0001,CAMP A WAY,2493.49,7
201212,ROOTAUTOMATIO001,ROOT AUTOMATION,1293.32,18
201212,SCHOLARSHOTIN001,SCHOLARSHOT INC,2550,8
201212,SMARTBID00000001,SMARTBID,36837.2,866
201212,STASNYSFOODMA001,STASNYS FOOD MARKET,4047.64,26
201212,SURFSETFITNES001,SURFSET FITNESS INC,36755.8,56
201212,THEACTIVENETW001,THE ACTIVE NETWORK INC,104660,172
201212,THEEONISTORE0001,EONI INTERNET,42646.96,1049
201212,VERI-TAXCOM00001,VERI TAX LLC,66022,337
201212,VERIFICATIONB001,VERIFICATION BUREAU,11404.75,35
201212,WAXYOCONNORSI001,WAXY OCONNORS IRISH PUB  RESTAURANT,68179.24,1501
201212,WEBSBIGGESTCO001,WEBSBIGGEST.COM,6644,159
201212,WORKOUTTRAINI001,WORKOUT TRAINER,9120.77,1141
201212,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,155449.6,1967
201212,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,472033.81,5148
201212,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,74348.02,1612
201212,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,18704.75,448
201212,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,91656.24,1359
201212,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,67866.49,1063
201212,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,128794.97,1072
201212,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,349585.93,4498
201212,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,67135.96,923
201212,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,81939.91,883
201212,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,32788.3,8
201212,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,46052.14,1247
201212,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,24361,77
201212,YMCAFDMSNASHV001,YMCA FDMS NASHVILLE,855,13
201212,YMCAOFGREATER023,YMCA OF GREATER PITTSBURGH-CREDIT CARD,888244.71,11631
201212,YMCAOFTHEGREA001,YMCA OF THE GREATER TWIN CITIES-WEB,1502,20
201212,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,18603.75,70
201212,ZENCASH000000001,ZENCASH,1116.3,131
201301,ADTRIADLLC000001,SHOPMYCITY.COM,7258.34,243
201301,ALLPLAYERSCOM001,ALLPLAYERS.COM,255455.98,1405
201301,AMERICANWIREL001,AMERICAN WIRELESS INC,7875.9,113
201301,AP2149544402,THE FIRST TEE OF GREATER,714,15
201301,AP2628627294,WISCONSIN JUNIORS VOLLEYB,6082,48
201301,AP6107774134,JSTROKE VOLLEYBALL CLUB,.02,2
201301,AP7039308498,NORTHERN VIRGINIA VOLLEYB,192644.99,454
201301,AP7657598790,MUNCIANA VOLLEYBALL,1375,4
201301,AP8087411276,KA ULUKOA,57072.2,104
201301,AVALONWATERWA001,AVALON WATERWAYS,10874375.22,3500
201301,BCPSSD-SEWER0001,BCPSSD-SEWER,66546.01,818
201301,BCPSSDBCPSWD0001,BCPSSDBCPSWD,610752.07,7286
201301,BITLANCERLLC0001,BITLANCER LLC,1295,4
201301,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,776.62,26
201301,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,372090.7,6037
201301,COMNETWIRELES001,CHOICE WIRELESS,123079.43,1840
201301,CONTINENTALAI001,UNITED,28113,16
201301,COSMOSNORTHAM001,COSMOS NORTH AMERICAN OPTIONALS,29982,57
201301,COSMOSTOURS00001,COSMOS TOURS,3396531.79,2658
201301,CYCLEPARTSCOM001,CYCLE PARTS.COM,126962.61,263
201301,CYCLIVATE0000001,CYCLIVATE,330,24
201301,DELTAVACATION001,DELTA VACATIONS,74194,43
201301,EMERALDCOVEMA001,EMERALD COVE MARINA,110,4
201301,ESIOBEVERAGEC001,ESIO BEVERAGE COMPANY LLC,100.1,2
201301,FCDYOUTHLLC00001,FCD YOUTH LLC,303163.81,1091
201301,FREEDOMWIFI00001,FREEDOM WIFI,1471.8,47
201301,GLOBUSFAMILYP002,GLOBUS FAMILY PURCHASE,2865,4
201301,GLOBUSNORTHAM001,GLOBUS NORTH AMERICAN OPTIONALS,55870,94
201301,GLOBUSTOURS00001,GLOBUS TOURS,12716978.03,6789
201301,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,10930.89,766
201301,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,3439842.63,7045
201301,INFORMATICSHO001,INFORMATICS HOLDINGS INC,9117.49,37
201301,INNOVATIVEOUT001,INNOVATIVE OUTSOURCING INC,595,1
201301,KISHVETERINAR001,KISH VETERINARY SERVICES,532.53,8
201301,LGMOTORSPORTS001,L G MOTORSPORTS INC,4213.35,10
201301,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,172325.69,161
201301,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,798.88,31
201301,MONOGRAMS0000001,MONOGRAMS,2200480.11,1233
201301,MONOGRAMSPREP001,GLOBUS FAMILY PPO,115354,272
201301,NETHERE200000001,NETHERE 2,22818.58,27
201301,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,230.84,3
201301,NORTHAMERICAO002,NORTH AMERICA OPTIONALS,6125,11
201301,ORGONITE00000001,ORGONITE,739.12,23
201301,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,8536.14,21
201301,PIONEERLINENS001,PIONEER LINENS,188386.6,430
201301,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,522585.99,982
201301,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,33332.26,34
201301,PROKNEE000000002,PROKNEE,83533.36,280
201301,QUEENLANDINC0001,CAMP A WAY,1366.71,5
201301,RENOBALLOONRA001,RENO BALLOON RACE,160,4
201301,ROOTAUTOMATIO001,ROOT AUTOMATION,2090.25,30
201301,SMARTBID00000001,SMARTBID,49487.57,1198
201301,STASNYSFOODMA001,STASNYS FOOD MARKET,2524.82,12
201301,SURFSETFITNES001,SURFSET FITNESS INC,63321.08,110
201301,THEEONISTORE0001,EONI INTERNET,45809.56,1099
201301,TOTALHIGHSPEE001,TOTAL HIGHSPEED LLC,150,3
201301,VERI-TAXCOM00001,VERI TAX LLC,78628.5,329
201301,VERIFICATIONB001,VERIFICATION BUREAU,7518.45,38
201301,WAXYOCONNORSI001,WAXY OCONNORS IRISH PUB  RESTAURANT,51843.63,1334
201301,WEBSBIGGESTCO001,WEBSBIGGEST.COM,7493,171
201301,WORKOUTTRAINI001,WORKOUT TRAINER,8162.78,1020
201301,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,167354.33,2029
201301,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,470646.01,4980
201301,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,82119.02,1689
201301,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,22213.65,549
201301,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,83044.34,1235
201301,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,78807.83,1163
201301,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,94694.81,752
201301,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,380229.23,4728
201301,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,78626.84,1094
201301,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,72869.89,868
201301,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,18500,4
201301,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,55694.53,1416
201301,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,4883,26
201301,YMCADETROITCA001,YMCA DETROIT CAMP - CHARITY,2179.14,10
201301,YMCAFDMSNASHV001,YMCA FDMS NASHVILLE,6300,67
201301,YMCAOFGREATER023,YMCA OF GREATER PITTSBURGH-CREDIT CARD,1078762.14,13833
201301,YMCAOFMETROPO002,YMCA DALLAS TURKEY TROT,1,1
201301,YMCAOFMETROPO003,YMC DALLAS REGIONAL TRAINING,1,1
201301,YMCAOFTHEGREA001,YMCA OF THE GREATER TWIN CITIES-WEB,31841,493
201301,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,31096.63,98
201301,ZENCASH000000001,ZENCASH,1787.8,133
201302,ADTRIADLLC000001,SHOPMYCITY.COM,15107,364
201302,ALLPLAYERSCOM001,ALLPLAYERS.COM,240692.46,1615
201302,AMERICANWIREL001,AMERICAN WIRELESS INC,7675.85,121
201302,AP2149544402,THE FIRST TEE OF GREATER,3360,75
201302,AP2628627294,WISCONSIN JUNIORS VOLLEYB,17315,100
201302,AP6107774134,JSTROKE VOLLEYBALL CLUB,.15,15
201302,AP7039308498,NORTHERN VIRGINIA VOLLEYB,157898.95,436
201302,AP7657598790,MUNCIANA VOLLEYBALL,39650,119
201302,AP8087411276,KA ULUKOA,19039.1,37
201302,AP9725334412,TOWN CENTER ELEMENTARY PA,510,20
201302,AVALONWATERWA001,AVALON WATERWAYS,12678585.63,3557
201302,BCPSSD-SEWER0001,BCPSSD-SEWER,49725.66,544
201302,BCPSSDBCPSWD0001,BCPSSDBCPSWD,651993.55,7373
201302,BITLANCERLLC0001,BITLANCER LLC,135,3
201302,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,806.49,27
201302,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,352971.65,5820
201302,COMNETWIRELES001,CHOICE WIRELESS,140829.74,2193
201302,CONTINENTALAI001,UNITED,50135,22
201302,COSMOSNORTHAM001,COSMOS NORTH AMERICAN OPTIONALS,43349.55,94
201302,COSMOSTOURS00001,COSMOS TOURS,4945673.67,3294
201302,CYCLEPARTSCOM001,CYCLE PARTS.COM,84066.87,221
201302,CYCLIVATE0000001,CYCLIVATE,110,11
201302,DELTAVACATION001,DELTA VACATIONS,175093,64
201302,ESIOBEVERAGEC001,ESIO BEVERAGE COMPANY LLC,3702.18,2
201302,FCDYOUTHLLC00001,FCD YOUTH LLC,182387.6,846
201302,FREEDOMWIFI00001,FREEDOM WIFI,910.2,34
201302,GLOBUSFAMILYP002,GLOBUS FAMILY PURCHASE,544,11
201302,GLOBUSNORTHAM001,GLOBUS NORTH AMERICAN OPTIONALS,64433,149
201302,GLOBUSTOURS00001,GLOBUS TOURS,14667517.88,7425
201302,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,12356.74,851
201302,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,247779.11,1170
201302,INFORMATICSHO001,INFORMATICS HOLDINGS INC,8905.39,20
201302,INNOVATIVEOUT001,INNOVATIVE OUTSOURCING INC,595,1
201302,KISHVETERINAR001,KISH VETERINARY SERVICES,224.08,4
201302,LGMOTORSPORTS001,L G MOTORSPORTS INC,8243.92,10
201302,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,229683.47,186
201302,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,3216.45,63
201302,MONOGRAMS0000001,MONOGRAMS,2448445.49,1280
201302,MONOGRAMSPREP001,GLOBUS FAMILY PPO,219348,561
201302,NETHERE200000001,NETHERE 2,24226.54,24
201302,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,219,4
201302,ORGONITE00000001,ORGONITE,532.6,15
201302,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,3779.95,11
201302,PIONEERLINENS001,PIONEER LINENS,71983.88,231
201302,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,304719.61,646
201302,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,23221.77,25
201302,PROKNEE000000002,PROKNEE,81983.76,331
201302,QUEENLANDINC0001,CAMP A WAY,1655.49,4
201302,REALTYSTORECO001,REALTYSTORE.COM,128369.59,5400
201302,RENOBALLOONRA001,RENO BALLOON RACE,1850,37
201302,ROOTAUTOMATIO001,ROOT AUTOMATION,1243.36,16
201302,SMARTBID00000001,SMARTBID,21616.1,618
201302,STASNYSFOODMA001,STASNYS FOOD MARKET,1512.03,9
201302,SURFSETFITNES001,SURFSET FITNESS INC,56676.92,77
201302,THEACTIVENETW001,THE ACTIVE NETWORK INC,1550,2
201302,THEEONISTORE0001,EONI INTERNET,40367.58,976
201302,TOTALHIGHSPEE001,TOTAL HIGHSPEED LLC,350,7
201302,VERI-TAXCOM00001,VERI TAX LLC,142103.25,267
201302,VERIFICATIONB001,VERIFICATION BUREAU,3598.95,28
201302,WEBSBIGGESTCO001,WEBSBIGGEST.COM,6382,193
201302,WORKOUTTRAINI001,WORKOUT TRAINER,8012.31,992
201302,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,196100.6,2354
201302,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,535349.78,5756
201302,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,95237.04,1900
201302,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,24088.06,603
201302,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,128084.41,1633
201302,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,87044.68,1300
201302,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,178726.62,1553
201302,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,412246.67,5197
201302,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,82059.99,1145
201302,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,95191.12,1061
201302,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,9100,5
201302,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,61457.67,1524
201302,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,4431,37
201302,YMCADETROITCA001,YMCA DETROIT CAMP - CHARITY,11761.24,46
201302,YMCAFDMSNASHV001,YMCA FDMS NASHVILLE,13700,124
201302,YMCAOFGREATER023,YMCA OF GREATER PITTSBURGH-CREDIT CARD,1051540.06,13640
201302,YMCAOFMETROPO003,YMC DALLAS REGIONAL TRAINING,1865,15
201302,YMCAOFTHEGREA001,YMCA OF THE GREATER TWIN CITIES-WEB,4350,85
201302,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,20795.33,168
201302,ZENCASH000000001,ZENCASH,4690.75,124
201303,ADTRIADLLC000001,SHOPMYCITY.COM,21345.59,578
201303,ALLPLAYERSCOM001,ALLPLAYERS.COM,147386.05,834
201303,AMERICANWIREL001,AMERICAN WIRELESS INC,8268.26,136
201303,AP2149544402,THE FIRST TEE OF GREATER,336,8
201303,AP2628627294,WISCONSIN JUNIORS VOLLEYB,7239,50
201303,AP6107774134,JSTROKE VOLLEYBALL CLUB,200.1,11
201303,AP7039308498,NORTHERN VIRGINIA VOLLEYB,180835.28,493
201303,AP7657598790,MUNCIANA VOLLEYBALL,39910,136
201303,AP8013224411,BOYS  GIRLS CLUBS OF GREA,800,16
201303,AP8087411276,KA ULUKOA,9966.72,22
201303,AP9725334412,TOWN CENTER ELEMENTARY PA,745,16
201303,BCPSSD-SEWER0001,BCPSSD-SEWER,35815.63,417
201303,BCPSSDBCPSWD0001,BCPSSDBCPSWD,636965.23,7601
201303,BITLANCERLLC0001,BITLANCER LLC,4635,7
201303,BRMMARKETINGA001,BRM MARKETING  ASSOCIATES INC,746.75,25
201303,CHOICECOMMUNI002,CHOICE COMMUNICATIONS LLC,384416.86,6326
201303,COMNETWIRELES001,CHOICE WIRELESS,148917.9,2416
201303,CYCLEPARTSCOM001,CYCLE PARTS.COM,74125.28,229
201303,CYCLIVATE0000001,CYCLIVATE,60,6
201303,FCDYOUTHLLC00001,FCD YOUTH LLC,110610.8,666
201303,FREEDOMWIFI00001,FREEDOM WIFI,787.95,24
201303,GOODNEWSGARDE002,GOOD NEWS GARDENING CAFE,18254.14,1197
201303,GREATERLVASSO001,GREATER LV ASSOC OF REALTORS,1146937.61,4654
201303,INFORMATICSHO001,INFORMATICS HOLDINGS INC,12518.87,35
201303,INNOVATIVEOUT001,INNOVATIVE OUTSOURCING INC,595,1
201303,KISHVETERINAR001,KISH VETERINARY SERVICES,337.18,7
201303,LGMOTORSPORTS001,L G MOTORSPORTS INC,16087.92,18
201303,MERCYCOLLEGEA001,MERCY COLLEGE AT NW OF OHIO-DEGREED,100754.27,149
201303,MIXANDMINGLEG001,MIX AND MINGLE GREEK BISTRO,2877.28,73
201303,MONOGRAMS0000001,MONOGRAMS,1200,2
201303,NETHERE200000001,NETHERE 2,22639.58,27
201303,NORMANDYFARMS003,NORMANDY FARMS CAMPGROUND,1262,11
201303,ORGONITE00000001,ORGONITE,476.16,17
201303,PERFORMANCEDI001,PERFORMANCE DIAGNOSTIC,2175.41,16
201303,PIONEERLINENS001,PIONEER LINENS,71656.49,202
201303,PIONEERLINENS002,PIONEER LINENS - FLOOR SALES,343755.2,719
201303,PIONEERLINENS003,PIONEER LINENS - YACHT SALES,34363.71,31
201303,PROKNEE000000002,PROKNEE,90624.06,361
201303,QUEENLANDINC0001,CAMP A WAY,4114.57,12
201303,REALTYSTORECO001,REALTYSTORE.COM,196012.41,7584
201303,RENOBALLOONRA001,RENO BALLOON RACE,4685,32
201303,ROOTAUTOMATIO001,ROOT AUTOMATION,2295.5,21
201303,SMARTBID00000001,SMARTBID,10063.55,456
201303,STASNYSFOODMA001,STASNYS FOOD MARKET,1549.83,8
201303,SURFSETFITNES001,SURFSET FITNESS INC,99822.78,136
201303,THEEONISTORE0001,EONI INTERNET,47772.65,1165
201303,TOTALHIGHSPEE001,TOTAL HIGHSPEED LLC,20,1
201303,VERI-TAXCOM00001,VERI TAX LLC,86593.5,289
201303,VERIFICATIONB001,VERIFICATION BUREAU,7174.5,28
201303,WEBSBIGGESTCO001,WEBSBIGGEST.COM,5944,161
201303,WILDALCHEMY00001,WILD ALCHEMY,198,2
201303,WORKOUTTRAINI001,WORKOUT TRAINER,7299.32,897
201303,YMCA-PHIL-ABINGT,YMCA PHILADELPHIA- ABINGTON,190890.47,2248
201303,YMCA-PHIL-AMBLER,YMCA PHILADELPHIA- AMBLER,508195.1,5443
201303,YMCA-PHIL-CHRIST,YMCA PHILADELPHIA- CHRISTIAN ST,89825.94,1811
201303,YMCA-PHIL-COLUMB,YMCA PHILADELPHIA- COLUMBIA N BRANCH,27659.48,639
201303,YMCA-PHIL-HATBOR,YMCA PHILADELPHIA- HATBORO,104929.13,1428
201303,YMCA-PHIL-NORTHE,YMCA PHILADELPHIA- NORTHEAST,87039.62,1263
201303,YMCA-PHIL-ONLINE,YMCA PHILADELPHIA-ONLINE,135446.46,1133
201303,YMCA-PHIL-ROCKY,YMCA PHILADELPHIA- ROCKY RUN,423541.05,5029
201303,YMCA-PHIL-ROXBOR,YMCA PHILADELPHIA- ROXBOROUGH,82533.31,1119
201303,YMCA-PHIL-UPPERM,YMCA PHILADELPHIA MAIN LINE,77900.48,915
201303,YMCA-PHIL-VICIN,YMCA PHILADELPHIA AND VICINITY,2600,4
201303,YMCA-PHIL-WEST,YMCA PHILADELPHIA- WEST,61093.13,1559
201303,YMCABOSTONONL001,YMCA BOSTON ONLINE DONATIONS,4969,60
201303,YMCADETROITCA001,YMCA DETROIT CAMP - CHARITY,28302.71,118
201303,YMCAFDMSNASHV001,YMCA FDMS NASHVILLE,2770,42
201303,YMCANORTHWEST001,YMCA NORTHWEST LA  DONATIONS,1000,1
201303,YMCAOFGREATER023,YMCA OF GREATER PITTSBURGH-CREDIT CARD,1186308.91,14066
201303,YMCAOFMETROPO002,YMCA DALLAS TURKEY TROT,120,2
201303,YMCAOFMETROPO003,YMC DALLAS REGIONAL TRAINING,990,7
201303,YMCAOFTHEGREA001,YMCA OF THE GREATER TWIN CITIES-WEB,9547,98
201303,YMCASILICONVA001,YMCA SILICON VALLEY INTERNET BRANCH,47026.33,333
201303,ZENCASH000000001,ZENCASH,2973.7,159
201304,ADTRIADLLC000001,SHOPMYCITY.COM,5058,312
201304,ALLPLAYERSCOM001,ALLPLAYERS.COM,31609.75,232
201304,AMERICANWIREL001,AMERICAN WIRELESS INC,6238.01,99
201304,AP2149544402,THE FIRST TEE OF GREATER,3864,82
